ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,FNS31654,31654.TXT,0.54821,0.12619,0.20516,4

ROUGE-1+StopWordRemoval,FNS31654,31654.TXT,0.61789,0.09684,0.16744,4

ROUGE-2+StopWordRemoval,FNS31654,31654.TXT,0.37832,0.03793,0.06895,4

ROUGE-SU4+StopWordRemoval,FNS31654,31654.TXT,0.43743,0.05290,0.09439,4

ROUGE-L+StopWordRemoval,FNS32623,32623.TXT,0.57245,0.19062,0.28600,3

ROUGE-1+StopWordRemoval,FNS32623,32623.TXT,0.55292,0.14497,0.22972,3

ROUGE-2+StopWordRemoval,FNS32623,32623.TXT,0.22855,0.06416,0.10019,3

ROUGE-SU4+StopWordRemoval,FNS32623,32623.TXT,0.30666,0.08499,0.13309,3

ROUGE-L+StopWordRemoval,FNS32865,32865.TXT,0.45770,0.19195,0.27046,3

ROUGE-1+StopWordRemoval,FNS32865,32865.TXT,0.43528,0.12997,0.20018,3

ROUGE-2+StopWordRemoval,FNS32865,32865.TXT,0.17260,0.04740,0.07438,3

ROUGE-SU4+StopWordRemoval,FNS32865,32865.TXT,0.24508,0.07003,0.10893,3

ROUGE-L+StopWordRemoval,FNS31655,31655.TXT,0.51550,0.25098,0.33760,3

ROUGE-1+StopWordRemoval,FNS31655,31655.TXT,0.63974,0.22899,0.33726,3

ROUGE-2+StopWordRemoval,FNS31655,31655.TXT,0.27355,0.09253,0.13828,3

ROUGE-SU4+StopWordRemoval,FNS31655,31655.TXT,0.37052,0.12503,0.18697,3

ROUGE-L+StopWordRemoval,FNS32061,32061.TXT,0.62331,0.17560,0.27400,4

ROUGE-1+StopWordRemoval,FNS32061,32061.TXT,0.60792,0.12497,0.20732,4

ROUGE-2+StopWordRemoval,FNS32061,32061.TXT,0.33169,0.05646,0.09650,4

ROUGE-SU4+StopWordRemoval,FNS32061,32061.TXT,0.39073,0.07223,0.12193,4

ROUGE-L+StopWordRemoval,FNS32183,32183.TXT,0.61483,0.21647,0.32021,3

ROUGE-1+StopWordRemoval,FNS32183,32183.TXT,0.73972,0.11898,0.20498,3

ROUGE-2+StopWordRemoval,FNS32183,32183.TXT,0.34135,0.05490,0.09458,3

ROUGE-SU4+StopWordRemoval,FNS32183,32183.TXT,0.43981,0.07443,0.12731,3

ROUGE-L+StopWordRemoval,FNS33154,33154.TXT,0.57250,0.17995,0.27383,3

ROUGE-1+StopWordRemoval,FNS33154,33154.TXT,0.59230,0.08062,0.14192,3

ROUGE-2+StopWordRemoval,FNS33154,33154.TXT,0.25661,0.03040,0.05436,3

ROUGE-SU4+StopWordRemoval,FNS33154,33154.TXT,0.35641,0.04429,0.07879,3

ROUGE-L+StopWordRemoval,FNS32185,32185.TXT,0.57315,0.26667,0.36398,3

ROUGE-1+StopWordRemoval,FNS32185,32185.TXT,0.56946,0.15855,0.24804,3

ROUGE-2+StopWordRemoval,FNS32185,32185.TXT,0.23873,0.06408,0.10104,3

ROUGE-SU4+StopWordRemoval,FNS32185,32185.TXT,0.33039,0.08682,0.13751,3

ROUGE-L+StopWordRemoval,FNS32186,32186.TXT,0.47233,0.17663,0.25711,3

ROUGE-1+StopWordRemoval,FNS32186,32186.TXT,0.52476,0.13575,0.21570,3

ROUGE-2+StopWordRemoval,FNS32186,32186.TXT,0.15601,0.04116,0.06514,3

ROUGE-SU4+StopWordRemoval,FNS32186,32186.TXT,0.25704,0.06312,0.10135,3

ROUGE-L+StopWordRemoval,FNS33035,33035.TXT,0.52723,0.18481,0.27369,3

ROUGE-1+StopWordRemoval,FNS33035,33035.TXT,0.51079,0.08826,0.15051,3

ROUGE-2+StopWordRemoval,FNS33035,33035.TXT,0.15644,0.02385,0.04139,3

ROUGE-SU4+StopWordRemoval,FNS33035,33035.TXT,0.25552,0.04308,0.07373,3

ROUGE-L+StopWordRemoval,FNS33155,33155.TXT,0.48623,0.20438,0.28779,4

ROUGE-1+StopWordRemoval,FNS33155,33155.TXT,0.49924,0.14883,0.22930,4

ROUGE-2+StopWordRemoval,FNS33155,33155.TXT,0.17873,0.04675,0.07412,4

ROUGE-SU4+StopWordRemoval,FNS33155,33155.TXT,0.28122,0.07525,0.11873,4

ROUGE-L+StopWordRemoval,FNS32067,32067.TXT,0.54742,0.17014,0.25960,3

ROUGE-1+StopWordRemoval,FNS32067,32067.TXT,0.55286,0.09691,0.16491,3

ROUGE-2+StopWordRemoval,FNS32067,32067.TXT,0.19166,0.03243,0.05548,3

ROUGE-SU4+StopWordRemoval,FNS32067,32067.TXT,0.29828,0.05023,0.08598,3

ROUGE-L+StopWordRemoval,FNS32190,32190.TXT,0.54002,0.18330,0.27370,3

ROUGE-1+StopWordRemoval,FNS32190,32190.TXT,0.59177,0.11440,0.19174,3

ROUGE-2+StopWordRemoval,FNS32190,32190.TXT,0.18501,0.03467,0.05840,3

ROUGE-SU4+StopWordRemoval,FNS32190,32190.TXT,0.30475,0.05483,0.09294,3

ROUGE-L+StopWordRemoval,FNS31659,31659.TXT,0.86070,0.23101,0.36426,3

ROUGE-1+StopWordRemoval,FNS31659,31659.TXT,0.76579,0.11264,0.19639,3

ROUGE-2+StopWordRemoval,FNS31659,31659.TXT,0.62057,0.09668,0.16730,3

ROUGE-SU4+StopWordRemoval,FNS31659,31659.TXT,0.63613,0.10218,0.17608,3

ROUGE-L+StopWordRemoval,FNS32156,32156.TXT,0.51948,0.20315,0.29208,4

ROUGE-1+StopWordRemoval,FNS32156,32156.TXT,0.42892,0.09887,0.16070,4

ROUGE-2+StopWordRemoval,FNS32156,32156.TXT,0.18107,0.03779,0.06253,4

ROUGE-SU4+StopWordRemoval,FNS32156,32156.TXT,0.26715,0.05186,0.08686,4

ROUGE-L+StopWordRemoval,FNS32157,32157.TXT,0.54274,0.22163,0.31473,3

ROUGE-1+StopWordRemoval,FNS32157,32157.TXT,0.63011,0.12998,0.21551,3

ROUGE-2+StopWordRemoval,FNS32157,32157.TXT,0.28707,0.05578,0.09341,3

ROUGE-SU4+StopWordRemoval,FNS32157,32157.TXT,0.38759,0.07264,0.12236,3

ROUGE-L+StopWordRemoval,FNS31620,31620.TXT,0.57188,0.18775,0.28270,4

ROUGE-1+StopWordRemoval,FNS31620,31620.TXT,0.59614,0.14184,0.22916,4

ROUGE-2+StopWordRemoval,FNS31620,31620.TXT,0.22048,0.05429,0.08713,4

ROUGE-SU4+StopWordRemoval,FNS31620,31620.TXT,0.32722,0.07463,0.12154,4

ROUGE-L+StopWordRemoval,FNS30894,30894.TXT,0.45141,0.24532,0.31789,4

ROUGE-1+StopWordRemoval,FNS30894,30894.TXT,0.57091,0.14857,0.23578,4

ROUGE-2+StopWordRemoval,FNS30894,30894.TXT,0.20914,0.04955,0.08012,4

ROUGE-SU4+StopWordRemoval,FNS30894,30894.TXT,0.31471,0.07728,0.12409,4

ROUGE-L+StopWordRemoval,FNS31983,31983.TXT,0.50873,0.15920,0.24251,3

ROUGE-1+StopWordRemoval,FNS31983,31983.TXT,0.45754,0.09763,0.16092,3

ROUGE-2+StopWordRemoval,FNS31983,31983.TXT,0.14010,0.02953,0.04878,3

ROUGE-SU4+StopWordRemoval,FNS31983,31983.TXT,0.22727,0.04842,0.07983,3

ROUGE-L+StopWordRemoval,FNS30895,30895.TXT,0.47819,0.31606,0.38058,3

ROUGE-1+StopWordRemoval,FNS30895,30895.TXT,0.59941,0.26311,0.36569,3

ROUGE-2+StopWordRemoval,FNS30895,30895.TXT,0.22592,0.09434,0.13310,3

ROUGE-SU4+StopWordRemoval,FNS30895,30895.TXT,0.34158,0.13977,0.19837,3

ROUGE-L+StopWordRemoval,FNS31984,31984.TXT,0.57548,0.20515,0.30247,3

ROUGE-1+StopWordRemoval,FNS31984,31984.TXT,0.61347,0.12850,0.21249,3

ROUGE-2+StopWordRemoval,FNS31984,31984.TXT,0.24424,0.04376,0.07422,3

ROUGE-SU4+StopWordRemoval,FNS31984,31984.TXT,0.34270,0.05902,0.10070,3

ROUGE-L+StopWordRemoval,FNS30897,30897.TXT,0.50831,0.16259,0.24637,3

ROUGE-1+StopWordRemoval,FNS30897,30897.TXT,0.57478,0.10492,0.17745,3

ROUGE-2+StopWordRemoval,FNS30897,30897.TXT,0.18892,0.03149,0.05398,3

ROUGE-SU4+StopWordRemoval,FNS30897,30897.TXT,0.29206,0.04942,0.08454,3

ROUGE-L+StopWordRemoval,FNS32954,32954.TXT,0.54338,0.23284,0.32599,4

ROUGE-1+StopWordRemoval,FNS32954,32954.TXT,0.54445,0.20276,0.29548,4

ROUGE-2+StopWordRemoval,FNS32954,32954.TXT,0.19010,0.08020,0.11280,4

ROUGE-SU4+StopWordRemoval,FNS32954,32954.TXT,0.29236,0.11558,0.16567,4

ROUGE-L+StopWordRemoval,FNS31623,31623.TXT,0.58805,0.17167,0.26575,4

ROUGE-1+StopWordRemoval,FNS31623,31623.TXT,0.60645,0.10521,0.17931,4

ROUGE-2+StopWordRemoval,FNS31623,31623.TXT,0.26962,0.04358,0.07503,4

ROUGE-SU4+StopWordRemoval,FNS31623,31623.TXT,0.36524,0.05689,0.09844,4

ROUGE-L+StopWordRemoval,FNS31866,31866.TXT,0.59811,0.20178,0.30176,4

ROUGE-1+StopWordRemoval,FNS31866,31866.TXT,0.48796,0.17187,0.25420,4

ROUGE-2+StopWordRemoval,FNS31866,31866.TXT,0.21888,0.06820,0.10400,4

ROUGE-SU4+StopWordRemoval,FNS31866,31866.TXT,0.28796,0.09360,0.14128,4

ROUGE-L+StopWordRemoval,FNS31987,31987.TXT,0.63456,0.20565,0.31064,3

ROUGE-1+StopWordRemoval,FNS31987,31987.TXT,0.62291,0.11891,0.19969,3

ROUGE-2+StopWordRemoval,FNS31987,31987.TXT,0.34060,0.05284,0.09149,3

ROUGE-SU4+StopWordRemoval,FNS31987,31987.TXT,0.40307,0.06624,0.11378,3

ROUGE-L+StopWordRemoval,FNS30777,30777.TXT,0.52676,0.24111,0.33080,3

ROUGE-1+StopWordRemoval,FNS30777,30777.TXT,0.66539,0.24011,0.35288,3

ROUGE-2+StopWordRemoval,FNS30777,30777.TXT,0.34644,0.11701,0.17494,3

ROUGE-SU4+StopWordRemoval,FNS30777,30777.TXT,0.42241,0.14773,0.21890,3

ROUGE-L+StopWordRemoval,FNS32150,32150.TXT,0.54104,0.22605,0.31888,3

ROUGE-1+StopWordRemoval,FNS32150,32150.TXT,0.57505,0.12758,0.20883,3

ROUGE-2+StopWordRemoval,FNS32150,32150.TXT,0.23067,0.04641,0.07728,3

ROUGE-SU4+StopWordRemoval,FNS32150,32150.TXT,0.33774,0.06656,0.11121,3

ROUGE-L+StopWordRemoval,FNS32392,32392.TXT,0.53597,0.17950,0.26893,4

ROUGE-1+StopWordRemoval,FNS32392,32392.TXT,0.59704,0.16283,0.25588,4

ROUGE-2+StopWordRemoval,FNS32392,32392.TXT,0.23614,0.05896,0.09437,4

ROUGE-SU4+StopWordRemoval,FNS32392,32392.TXT,0.33676,0.08462,0.13526,4

ROUGE-L+StopWordRemoval,FNS31061,31061.TXT,0.33156,0.07124,0.11729,3

ROUGE-1+StopWordRemoval,FNS31061,31061.TXT,0.35174,0.03190,0.05850,3

ROUGE-2+StopWordRemoval,FNS31061,31061.TXT,0.13463,0.00997,0.01856,3

ROUGE-SU4+StopWordRemoval,FNS31061,31061.TXT,0.22919,0.01517,0.02845,3

ROUGE-L+StopWordRemoval,FNS32272,32272.TXT,0.52246,0.20081,0.29012,4

ROUGE-1+StopWordRemoval,FNS32272,32272.TXT,0.50453,0.10801,0.17793,4

ROUGE-2+StopWordRemoval,FNS32272,32272.TXT,0.16804,0.03373,0.05618,4

ROUGE-SU4+StopWordRemoval,FNS32272,32272.TXT,0.26739,0.05104,0.08571,4

ROUGE-L+StopWordRemoval,FNS31063,31063.TXT,0.70706,0.24005,0.35842,3

ROUGE-1+StopWordRemoval,FNS31063,31063.TXT,0.75585,0.18614,0.29871,3

ROUGE-2+StopWordRemoval,FNS31063,31063.TXT,0.44477,0.10712,0.17265,3

ROUGE-SU4+StopWordRemoval,FNS31063,31063.TXT,0.54008,0.12644,0.20491,3

ROUGE-L+StopWordRemoval,FNS32394,32394.TXT,0.61482,0.13113,0.21616,3

ROUGE-1+StopWordRemoval,FNS32394,32394.TXT,0.61016,0.08118,0.14330,3

ROUGE-2+StopWordRemoval,FNS32394,32394.TXT,0.24324,0.02747,0.04936,3

ROUGE-SU4+StopWordRemoval,FNS32394,32394.TXT,0.34691,0.03828,0.06895,3

ROUGE-L+StopWordRemoval,FNS31064,31064.TXT,0.61641,0.20148,0.30369,3

ROUGE-1+StopWordRemoval,FNS31064,31064.TXT,0.65063,0.15856,0.25499,3

ROUGE-2+StopWordRemoval,FNS31064,31064.TXT,0.24195,0.05983,0.09593,3

ROUGE-SU4+StopWordRemoval,FNS31064,31064.TXT,0.34753,0.08306,0.13407,3

ROUGE-L+StopWordRemoval,FNS32032,32032.TXT,0.56680,0.37407,0.45070,3

ROUGE-1+StopWordRemoval,FNS32032,32032.TXT,0.49424,0.29258,0.36757,3

ROUGE-2+StopWordRemoval,FNS32032,32032.TXT,0.22698,0.16799,0.19308,3

ROUGE-SU4+StopWordRemoval,FNS32032,32032.TXT,0.29436,0.19391,0.23380,3

ROUGE-L+StopWordRemoval,FNS32155,32155.TXT,0.41171,0.30442,0.35002,3

ROUGE-1+StopWordRemoval,FNS32155,32155.TXT,0.56838,0.23187,0.32937,3

ROUGE-2+StopWordRemoval,FNS32155,32155.TXT,0.18622,0.07280,0.10467,3

ROUGE-SU4+StopWordRemoval,FNS32155,32155.TXT,0.29819,0.11813,0.16922,3

ROUGE-L+StopWordRemoval,FNS32034,32034.TXT,0.54457,0.11970,0.19626,4

ROUGE-1+StopWordRemoval,FNS32034,32034.TXT,0.58233,0.09599,0.16481,4

ROUGE-2+StopWordRemoval,FNS32034,32034.TXT,0.20587,0.03382,0.05810,4

ROUGE-SU4+StopWordRemoval,FNS32034,32034.TXT,0.29847,0.04917,0.08442,4

ROUGE-L+StopWordRemoval,FNS30779,30779.TXT,0.52966,0.27552,0.36248,4

ROUGE-1+StopWordRemoval,FNS30779,30779.TXT,0.56018,0.24480,0.34071,4

ROUGE-2+StopWordRemoval,FNS30779,30779.TXT,0.21616,0.09490,0.13189,4

ROUGE-SU4+StopWordRemoval,FNS30779,30779.TXT,0.31081,0.13527,0.18850,4

ROUGE-L+StopWordRemoval,FNS30778,30778.TXT,0.51064,0.30483,0.38177,3

ROUGE-1+StopWordRemoval,FNS30778,30778.TXT,0.49345,0.26573,0.34544,3

ROUGE-2+StopWordRemoval,FNS30778,30778.TXT,0.19303,0.09577,0.12802,3

ROUGE-SU4+StopWordRemoval,FNS30778,30778.TXT,0.28667,0.14322,0.19101,3

ROUGE-L+StopWordRemoval,FNS30899,30899.TXT,0.46964,0.21959,0.29925,3

ROUGE-1+StopWordRemoval,FNS30899,30899.TXT,0.55830,0.11506,0.19080,3

ROUGE-2+StopWordRemoval,FNS30899,30899.TXT,0.19343,0.03651,0.06143,3

ROUGE-SU4+StopWordRemoval,FNS30899,30899.TXT,0.30738,0.05517,0.09354,3

ROUGE-L+StopWordRemoval,FNS31506,31506.TXT,0.56372,0.17446,0.26646,3

ROUGE-1+StopWordRemoval,FNS31506,31506.TXT,0.60731,0.10688,0.18177,3

ROUGE-2+StopWordRemoval,FNS31506,31506.TXT,0.18659,0.03105,0.05324,3

ROUGE-SU4+StopWordRemoval,FNS31506,31506.TXT,0.30316,0.05426,0.09205,3

ROUGE-L+StopWordRemoval,FNS32717,32717.TXT,0.49890,0.19314,0.27847,3

ROUGE-1+StopWordRemoval,FNS32717,32717.TXT,0.57396,0.13191,0.21452,3

ROUGE-2+StopWordRemoval,FNS32717,32717.TXT,0.18016,0.04272,0.06907,3

ROUGE-SU4+StopWordRemoval,FNS32717,32717.TXT,0.29225,0.06985,0.11275,3

ROUGE-L+StopWordRemoval,FNS31628,31628.TXT,0.49364,0.21603,0.30053,3

ROUGE-1+StopWordRemoval,FNS31628,31628.TXT,0.54843,0.12037,0.19741,3

ROUGE-2+StopWordRemoval,FNS31628,31628.TXT,0.21648,0.04368,0.07269,3

ROUGE-SU4+StopWordRemoval,FNS31628,31628.TXT,0.31478,0.06320,0.10527,3

ROUGE-L+StopWordRemoval,FNS31508,31508.TXT,0.44653,0.30442,0.36203,3

ROUGE-1+StopWordRemoval,FNS31508,31508.TXT,0.56988,0.17639,0.26939,3

ROUGE-2+StopWordRemoval,FNS31508,31508.TXT,0.20243,0.05873,0.09104,3

ROUGE-SU4+StopWordRemoval,FNS31508,31508.TXT,0.32031,0.08879,0.13904,3

ROUGE-L+StopWordRemoval,FNS31509,31509.TXT,0.52652,0.25031,0.33931,4

ROUGE-1+StopWordRemoval,FNS31509,31509.TXT,0.62438,0.17435,0.27258,4

ROUGE-2+StopWordRemoval,FNS31509,31509.TXT,0.24849,0.07000,0.10923,4

ROUGE-SU4+StopWordRemoval,FNS31509,31509.TXT,0.36263,0.09771,0.15394,4

ROUGE-L+StopWordRemoval,FNS32168,32168.TXT,0.44603,0.35731,0.39677,3

ROUGE-1+StopWordRemoval,FNS32168,32168.TXT,0.46062,0.28558,0.35257,3

ROUGE-2+StopWordRemoval,FNS32168,32168.TXT,0.17823,0.10643,0.13327,3

ROUGE-SU4+StopWordRemoval,FNS32168,32168.TXT,0.25422,0.14853,0.18751,3

ROUGE-L+StopWordRemoval,FNS31872,31872.TXT,0.48094,0.31473,0.38047,4

ROUGE-1+StopWordRemoval,FNS31872,31872.TXT,0.46576,0.23328,0.31086,4

ROUGE-2+StopWordRemoval,FNS31872,31872.TXT,0.16646,0.07680,0.10511,4

ROUGE-SU4+StopWordRemoval,FNS31872,31872.TXT,0.26881,0.11725,0.16328,4

ROUGE-L+StopWordRemoval,FNS31631,31631.TXT,0.55730,0.24847,0.34370,3

ROUGE-1+StopWordRemoval,FNS31631,31631.TXT,0.58341,0.13801,0.22322,3

ROUGE-2+StopWordRemoval,FNS31631,31631.TXT,0.26355,0.05924,0.09673,3

ROUGE-SU4+StopWordRemoval,FNS31631,31631.TXT,0.34333,0.07591,0.12434,3

ROUGE-L+StopWordRemoval,FNS31632,31632.TXT,0.48013,0.21694,0.29885,4

ROUGE-1+StopWordRemoval,FNS31632,31632.TXT,0.42519,0.12310,0.19092,4

ROUGE-2+StopWordRemoval,FNS31632,31632.TXT,0.14980,0.04008,0.06324,4

ROUGE-SU4+StopWordRemoval,FNS31632,31632.TXT,0.23414,0.06630,0.10333,4

ROUGE-L+StopWordRemoval,FNS32964,32964.TXT,0.43365,0.14939,0.22222,4

ROUGE-1+StopWordRemoval,FNS32964,32964.TXT,0.44328,0.10792,0.17358,4

ROUGE-2+StopWordRemoval,FNS32964,32964.TXT,0.19233,0.04183,0.06871,4

ROUGE-SU4+StopWordRemoval,FNS32964,32964.TXT,0.26478,0.05985,0.09763,4

ROUGE-L+StopWordRemoval,FNS31633,31633.TXT,0.41852,0.18743,0.25891,4

ROUGE-1+StopWordRemoval,FNS31633,31633.TXT,0.43164,0.15169,0.22449,4

ROUGE-2+StopWordRemoval,FNS31633,31633.TXT,0.15099,0.04406,0.06822,4

ROUGE-SU4+StopWordRemoval,FNS31633,31633.TXT,0.24089,0.07444,0.11374,4

ROUGE-L+StopWordRemoval,FNS31512,31512.TXT,0.58611,0.17042,0.26407,4

ROUGE-1+StopWordRemoval,FNS31512,31512.TXT,0.60712,0.10804,0.18344,4

ROUGE-2+StopWordRemoval,FNS31512,31512.TXT,0.24833,0.03874,0.06703,4

ROUGE-SU4+StopWordRemoval,FNS31512,31512.TXT,0.36667,0.05546,0.09635,4

ROUGE-L+StopWordRemoval,FNS33018,33018.TXT,0.51182,0.19656,0.28404,3

ROUGE-1+StopWordRemoval,FNS33018,33018.TXT,0.50003,0.10232,0.16987,3

ROUGE-2+StopWordRemoval,FNS33018,33018.TXT,0.18030,0.03499,0.05860,3

ROUGE-SU4+StopWordRemoval,FNS33018,33018.TXT,0.27985,0.05229,0.08811,3

ROUGE-L+StopWordRemoval,FNS31755,31755.TXT,0.58087,0.18284,0.27814,4

ROUGE-1+StopWordRemoval,FNS31755,31755.TXT,0.69124,0.11815,0.20180,4

ROUGE-2+StopWordRemoval,FNS31755,31755.TXT,0.34678,0.04111,0.07350,4

ROUGE-SU4+StopWordRemoval,FNS31755,31755.TXT,0.46336,0.06260,0.11030,4

ROUGE-L+StopWordRemoval,FNS31634,31634.TXT,0.49537,0.18107,0.26520,4

ROUGE-1+StopWordRemoval,FNS31634,31634.TXT,0.51555,0.10188,0.17014,4

ROUGE-2+StopWordRemoval,FNS31634,31634.TXT,0.16698,0.03208,0.05382,4

ROUGE-SU4+StopWordRemoval,FNS31634,31634.TXT,0.26728,0.05136,0.08616,4

ROUGE-L+StopWordRemoval,FNS32602,32602.TXT,0.54370,0.19832,0.29063,6

ROUGE-1+StopWordRemoval,FNS32602,32602.TXT,0.56931,0.10877,0.18265,6

ROUGE-2+StopWordRemoval,FNS32602,32602.TXT,0.20865,0.03611,0.06156,6

ROUGE-SU4+StopWordRemoval,FNS32602,32602.TXT,0.33456,0.05614,0.09614,6

ROUGE-L+StopWordRemoval,FNS31513,31513.TXT,0.57198,0.23628,0.33442,3

ROUGE-1+StopWordRemoval,FNS31513,31513.TXT,0.66652,0.17715,0.27991,3

ROUGE-2+StopWordRemoval,FNS31513,31513.TXT,0.31004,0.07313,0.11835,3

ROUGE-SU4+StopWordRemoval,FNS31513,31513.TXT,0.40275,0.10227,0.16311,3

ROUGE-L+StopWordRemoval,FNS31514,31514.TXT,0.52516,0.27122,0.35771,4

ROUGE-1+StopWordRemoval,FNS31514,31514.TXT,0.54638,0.15607,0.24279,4

ROUGE-2+StopWordRemoval,FNS31514,31514.TXT,0.19425,0.05414,0.08467,4

ROUGE-SU4+StopWordRemoval,FNS31514,31514.TXT,0.30386,0.07711,0.12301,4

ROUGE-L+StopWordRemoval,FNS32966,32966.TXT,0.65618,0.41264,0.50666,3

ROUGE-1+StopWordRemoval,FNS32966,32966.TXT,0.70426,0.31403,0.43437,3

ROUGE-2+StopWordRemoval,FNS32966,32966.TXT,0.40684,0.20043,0.26856,3

ROUGE-SU4+StopWordRemoval,FNS32966,32966.TXT,0.49703,0.22981,0.31430,3

ROUGE-L+StopWordRemoval,FNS33130,33130.TXT,0.58076,0.17867,0.27327,3

ROUGE-1+StopWordRemoval,FNS33130,33130.TXT,0.52987,0.16291,0.24920,3

ROUGE-2+StopWordRemoval,FNS33130,33130.TXT,0.20793,0.06607,0.10028,3

ROUGE-SU4+StopWordRemoval,FNS33130,33130.TXT,0.29336,0.09650,0.14523,3

ROUGE-L+StopWordRemoval,FNS30785,30785.TXT,0.51450,0.28155,0.36394,4

ROUGE-1+StopWordRemoval,FNS30785,30785.TXT,0.64762,0.21510,0.32294,4

ROUGE-2+StopWordRemoval,FNS30785,30785.TXT,0.24870,0.07941,0.12038,4

ROUGE-SU4+StopWordRemoval,FNS30785,30785.TXT,0.35681,0.12074,0.18042,4

ROUGE-L+StopWordRemoval,FNS32163,32163.TXT,0.59108,0.20933,0.30917,3

ROUGE-1+StopWordRemoval,FNS32163,32163.TXT,0.67916,0.12451,0.21045,3

ROUGE-2+StopWordRemoval,FNS32163,32163.TXT,0.40856,0.03993,0.07275,3

ROUGE-SU4+StopWordRemoval,FNS32163,32163.TXT,0.48918,0.06171,0.10959,3

ROUGE-L+StopWordRemoval,FNS31074,31074.TXT,0.54634,0.22860,0.32233,3

ROUGE-1+StopWordRemoval,FNS31074,31074.TXT,0.56054,0.10293,0.17392,3

ROUGE-2+StopWordRemoval,FNS31074,31074.TXT,0.22969,0.03968,0.06767,3

ROUGE-SU4+StopWordRemoval,FNS31074,31074.TXT,0.32075,0.05434,0.09293,3

ROUGE-L+StopWordRemoval,FNS32042,32042.TXT,0.48092,0.39539,0.43398,3

ROUGE-1+StopWordRemoval,FNS32042,32042.TXT,0.54726,0.31435,0.39932,3

ROUGE-2+StopWordRemoval,FNS32042,32042.TXT,0.22276,0.12373,0.15909,3

ROUGE-SU4+StopWordRemoval,FNS32042,32042.TXT,0.31429,0.17432,0.22426,3

ROUGE-L+StopWordRemoval,FNS30783,30783.TXT,0.56441,0.13944,0.22363,3

ROUGE-1+StopWordRemoval,FNS30783,30783.TXT,0.58266,0.08501,0.14837,3

ROUGE-2+StopWordRemoval,FNS30783,30783.TXT,0.19074,0.02750,0.04806,3

ROUGE-SU4+StopWordRemoval,FNS30783,30783.TXT,0.30588,0.04342,0.07605,3

ROUGE-L+StopWordRemoval,FNS32165,32165.TXT,0.54315,0.23233,0.32545,3

ROUGE-1+StopWordRemoval,FNS32165,32165.TXT,0.64599,0.14255,0.23355,3

ROUGE-2+StopWordRemoval,FNS32165,32165.TXT,0.24148,0.05143,0.08481,3

ROUGE-SU4+StopWordRemoval,FNS32165,32165.TXT,0.35094,0.07338,0.12138,3

ROUGE-L+StopWordRemoval,FNS32286,32286.TXT,0.66597,0.11341,0.19382,4

ROUGE-1+StopWordRemoval,FNS32286,32286.TXT,0.65784,0.06988,0.12633,4

ROUGE-2+StopWordRemoval,FNS32286,32286.TXT,0.33285,0.03099,0.05670,4

ROUGE-SU4+StopWordRemoval,FNS32286,32286.TXT,0.43497,0.04225,0.07701,4

ROUGE-L+StopWordRemoval,FNS32044,32044.TXT,0.41581,0.41548,0.41565,5

ROUGE-1+StopWordRemoval,FNS32044,32044.TXT,0.46645,0.32891,0.38579,5

ROUGE-2+StopWordRemoval,FNS32044,32044.TXT,0.15005,0.11449,0.12988,5

ROUGE-SU4+StopWordRemoval,FNS32044,32044.TXT,0.25871,0.17498,0.20876,5

ROUGE-L+StopWordRemoval,FNS31076,31076.TXT,0.58011,0.19760,0.29479,3

ROUGE-1+StopWordRemoval,FNS31076,31076.TXT,0.65031,0.12891,0.21516,3

ROUGE-2+StopWordRemoval,FNS31076,31076.TXT,0.28704,0.05152,0.08736,3

ROUGE-SU4+StopWordRemoval,FNS31076,31076.TXT,0.40275,0.07364,0.12451,3

ROUGE-L+StopWordRemoval,FNS30782,30782.TXT,0.42227,0.34873,0.38199,3

ROUGE-1+StopWordRemoval,FNS30782,30782.TXT,0.50373,0.24613,0.33068,3

ROUGE-2+StopWordRemoval,FNS30782,30782.TXT,0.18603,0.08435,0.11608,3

ROUGE-SU4+StopWordRemoval,FNS30782,30782.TXT,0.28389,0.12879,0.17720,3

ROUGE-L+StopWordRemoval,FNS30781,30781.TXT,0.52648,0.19278,0.28222,4

ROUGE-1+StopWordRemoval,FNS30781,30781.TXT,0.61046,0.12845,0.21223,4

ROUGE-2+StopWordRemoval,FNS30781,30781.TXT,0.27139,0.05497,0.09142,4

ROUGE-SU4+StopWordRemoval,FNS30781,30781.TXT,0.37892,0.07789,0.12922,4

ROUGE-L+StopWordRemoval,FNS31757,31757.TXT,0.48116,0.23862,0.31903,4

ROUGE-1+StopWordRemoval,FNS31757,31757.TXT,0.52788,0.16326,0.24939,4

ROUGE-2+StopWordRemoval,FNS31757,31757.TXT,0.20697,0.06094,0.09415,4

